PUMFID,VERDATE,AGEGRP,BH_05,BH_10,BH_25,BH_30,BH_45,PBH_50,BH_15A,BH_15B,BH_15C,BH_15D,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_55A,BH_55B,BH_55C,BH_55D,BH_55E,BH_55F,BH_55G,BH_55H,BH_55I,BH_55J,BH_55K,BH_55L,BH_60A,BH_60B,BH_60C,BH_60D,BH_60E,BH_60F,PBH_65A,BH_65B,BH_65C,PBH_70_C,DWELCODC,EDUC_LVC,PEMPSTC,HASCHILD,HHLDSIZC,IMMIGRNC,LM_30,LM_40,PLM_45,LM_35A,LM_35B,LM_35CDE,LM_35F,MARSTATC,SEX,PTELEWSC,COVID_WT
3279,23/04/2020,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,2,3,3,3,3,3,3,1,3,3,3,4,4,4,4,3,2,2,3,3,1,1,1,1,4,4,4,4,2,2,1,6,1,4,3,1,4,1,1,2,2,2,2,2,1,2,2,4,3393.1489
3280,23/04/2020,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,2,3,4,3,3,3,3,3,1,3,3,4,4,4,2,2,4,3,2,2,2,3,2,3,4,4,3,4,4,2,2,1,6,3,7,1,0,1,1,1,1,3,2,2,2,1,3,1,1,1372.5242
3281,23/04/2020,2,3,1,3,4,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,3,4,4,4,4,2,2,2,2,1,1,1,2,2,1,4,3,3,4,3,2,3,3,2,2,3,4,3,4,4,1,2,2,1,6,2,7,1,0,1,1,3,2,1,2,2,2,1,4,1,3,3206.1538
3282,23/04/2020,2,3,2,1,1,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,1,3,3,1,1,1,1,1,2,2,4,4,4,4,3,2,3,3,3,1,4,3,4,4,4,4,2,1,2,1,3,6,1,0,1,1,4,2,2,2,2,2,1,4,2,1,7299.7845
3283,23/04/2020,4,2,2,3,3,1,1,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,4,2,4,4,3,3,3,3,3,1,3,3,4,4,4,4,4,4,2,2,4,4,2,2,4,3,4,4,4,4,2,2,1,6,1,6,1,0,2,1,4,2,3,2,2,2,1,1,2,1,1162.6172
3284,23/04/2020,5,2,5,2,2,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,2,4,3,3,3,3,3,1,3,1,2,2,3,2,2,3,2,2,1,1,1,1,3,4,3,4,4,4,2,2,1,6,4,7,1,0,2,2,4,5,3,2,2,2,1,1,1,3,6563.6865
3285,23/04/2020,2,1,1,3,3,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,3,3,1,1,1,1,3,2,1,3,3,3,4,3,2,2,2,1,1,3,4,4,4,4,4,2,2,1,6,2,6,1,0,1,1,5,4,3,2,2,2,1,4,2,1,4674.8841
3286,23/04/2020,6,3,5,3,3,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,2,4,3,3,3,3,1,1,3,3,2,2,4,3,3,4,3,3,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,3,3,2,2,2,1,1,2,9,4901.664
3287,23/04/2020,3,1,1,2,3,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,4,3,3,3,3,3,3,3,1,1,1,3,3,3,4,3,3,3,2,1,2,3,2,1,3,4,4,4,4,4,2,2,1,6,1,4,3,0,2,1,3,1,2,2,1,2,2,1,2,4,4262.8265
3288,23/04/2020,6,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,3,4,4,2,4,3,3,3,3,1,1,3,3,2,9,2,3,3,3,2,3,3,3,9,1,3,4,4,4,4,4,2,2,1,6,3,2,4,0,1,1,6,4,2,2,2,2,1,3,2,9,4734.2934
3289,23/04/2020,6,6,6,3,2,1,1,1,2,2,3,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,9,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,2,2,1,1,2,1,4,4,4,4,4,4,2,2,1,6,1,4,4,0,2,2,6,5,2,2,2,2,1,1,2,9,1099.6663
3290,23/04/2020,5,1,5,2,4,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,9,9,3,2,2,3,3,3,3,3,3,3,2,1,3,3,3,4,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,2,6,4,0,1,1,6,5,3,2,2,2,1,4,1,9,4390.5918
3291,23/04/2020,7,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,9,3,2,4,2,9,9,9,1,3,9,9,2,2,3,2,3,3,1,2,3,3,1,1,3,3,4,4,4,4,2,2,1,6,4,7,4,0,2,1,6,4,3,2,2,2,1,1,1,9,2693.611
3292,23/04/2020,5,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,4,2,4,4,3,3,3,3,1,1,3,1,2,2,2,3,3,3,1,1,1,1,2,1,3,4,3,4,4,4,2,1,2,2,1,7,1,0,2,1,4,3,2,2,2,2,1,1,2,1,1844.961
3293,23/04/2020,4,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,4,4,3,3,3,1,1,1,3,3,3,3,4,3,4,4,3,1,2,2,2,1,3,4,4,4,4,4,2,1,2,1,1,4,3,0,2,1,1,1,2,2,2,2,1,1,2,4,3041.155
3294,23/04/2020,5,1,2,2,3,1,2,1,2,2,3,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,1,3,4,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,5,2,2,2,2,1,1,2,9,5519.6413
3295,23/04/2020,3,3,7,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,3,3,1,1,3,3,1,1,1,3,1,2,3,4,3,3,4,2,3,2,3,3,1,3,4,4,4,4,4,2,2,1,6,1,4,1,1,2,1,3,5,2,2,2,2,1,1,2,3,3396.2227
3296,23/04/2020,6,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,2,4,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,1,1,3,4,4,4,4,4,2,2,1,6,1,2,4,0,2,1,6,4,3,2,2,2,1,1,1,9,19787.0488
3297,23/04/2020,3,1,1,1,1,1,2,3,3,3,3,2,2,2,2,2,1,2,1,1,1,2,2,2,2,3,3,4,3,3,3,3,3,2,1,1,1,3,4,4,3,4,4,3,3,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,2,6,4,1,2,2,6,1,2,2,2,2,1,1,2,9,10216.3451
3298,23/04/2020,5,2,2,3,2,1,2,2,2,2,3,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,4,4,3,1,3,3,3,3,3,1,3,3,2,2,2,3,3,3,3,2,2,2,3,1,3,4,4,4,4,1,1,2,2,1,1,4,1,0,1,1,5,4,3,2,2,2,1,1,1,3,970.3093
3299,23/04/2020,6,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,4,3,2,4,3,3,3,3,3,3,3,3,2,9,2,2,2,3,1,1,1,1,1,1,4,4,4,4,4,4,2,1,2,2,1,6,4,0,1,1,6,4,3,2,2,2,1,3,2,9,1102.6927
3300,23/04/2020,6,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,4,3,4,3,3,3,3,3,1,1,3,3,1,1,3,3,4,4,2,1,1,1,1,4,4,4,4,4,4,2,2,1,6,1,5,1,0,1,1,4,5,3,2,2,2,1,4,2,1,5965.7615
3301,23/04/2020,3,1,1,2,1,2,2,1,2,9,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,4,4,4,4,4,3,3,3,3,1,1,3,3,2,2,3,2,2,3,2,2,3,3,2,1,3,4,4,4,4,2,2,2,1,6,2,3,1,0,1,2,3,3,2,2,2,2,1,3,1,3,1224.593
3302,23/04/2020,2,1,1,2,4,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,4,1,1,4,3,3,3,2,3,1,3,1,2,1,2,3,3,4,1,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,2,6,3,0,1,1,3,5,2,2,2,2,1,4,2,4,1027.5655
3303,23/04/2020,3,7,6,2,3,1,2,1,2,2,3,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,4,3,2,4,3,3,3,1,1,1,3,1,2,2,2,3,4,3,2,2,2,2,3,1,3,4,3,4,4,4,2,2,1,6,1,5,4,1,2,1,6,3,2,2,2,2,1,1,2,9,775.5137
3304,23/04/2020,5,1,1,3,1,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,4,3,2,3,3,3,3,1,1,3,3,3,4,4,3,2,3,2,1,1,1,2,1,3,4,4,4,4,4,2,2,1,6,4,7,4,0,3,1,6,4,3,2,2,2,1,1,1,9,2909.5583
3305,23/04/2020,1,1,9,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,4,4,3,3,4,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,2,2,1,6,4,6,1,0,2,2,4,2,2,2,2,2,1,4,1,1,15624.6005
3306,23/04/2020,5,1,1,1,2,2,2,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,2,4,3,3,3,3,3,3,3,3,1,1,1,2,2,3,1,2,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,4,3,2,2,2,1,1,2,9,1845.2493
3307,23/04/2020,4,1,6,1,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,3,3,3,1,1,1,3,3,1,1,2,2,2,3,9,2,2,2,2,1,3,3,3,1,3,1,1,2,2,1,1,2,1,1,4,1,1,2,2,1,2,2,2,2,1,3,6863.1617
3308,23/04/2020,6,6,6,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3,3,4,2,3,3,3,2,1,3,3,3,3,4,3,3,2,3,1,1,2,1,3,1,3,3,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,4,2,2,2,2,1,2,2,9,3524.1725
3309,23/04/2020,6,1,1,2,2,2,2,9,9,9,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,9,3,3,9,3,3,3,1,1,1,9,9,2,9,2,2,2,2,2,1,1,1,9,1,3,4,4,4,4,4,1,2,2,2,3,2,4,0,1,1,6,4,2,2,2,2,1,3,2,9,10761.8908
3310,23/04/2020,6,5,1,1,1,2,2,1,2,9,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,4,3,4,3,9,9,9,1,1,9,1,2,2,3,4,4,4,3,2,1,1,2,1,4,4,4,4,4,4,1,2,2,1,4,6,4,0,2,1,6,4,2,9,9,9,9,1,1,9,2558.3133
3311,23/04/2020,5,1,1,2,2,2,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,4,2,3,4,2,3,3,3,1,3,3,3,2,2,3,3,3,3,2,2,2,1,2,1,3,4,4,4,4,4,2,2,1,6,1,3,4,0,2,1,6,5,2,2,2,2,1,1,1,9,8338.0581
3312,23/04/2020,3,3,1,3,4,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,3,4,3,1,4,1,3,3,1,3,1,1,1,2,3,4,3,3,3,2,2,3,2,3,1,3,4,4,4,4,4,2,2,1,6,1,3,1,1,2,1,3,5,2,2,2,2,1,1,1,1,2295.948
3313,23/04/2020,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,4,3,4,3,3,3,3,1,1,3,1,2,2,2,2,2,2,1,2,2,1,1,1,3,4,3,4,4,4,2,2,1,6,1,2,4,1,2,2,6,2,3,2,2,2,1,1,2,9,1694.0194
3314,23/04/2020,6,6,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,9,3,3,2,3,9,9,9,3,9,9,9,2,9,2,9,9,2,9,3,2,9,9,9,3,4,4,4,4,4,2,2,1,6,1,1,4,0,2,1,6,1,3,2,2,2,1,2,1,9,11442.0138
3315,23/04/2020,5,1,6,4,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,1,4,3,4,4,4,4,2,2,1,6,1,2,4,0,3,2,6,3,2,2,2,2,1,1,2,9,6493.6219
3316,23/04/2020,3,1,3,3,2,2,2,2,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,4,4,2,4,3,3,3,3,3,1,3,3,3,3,4,3,3,4,2,1,2,2,1,1,4,4,4,4,4,4,1,2,2,1,1,4,1,0,1,1,4,3,2,2,2,2,1,3,2,1,5002.9067
3317,23/04/2020,4,1,1,2,3,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,4,4,3,4,1,2,2,1,6,1,4,1,0,1,1,2,5,2,2,2,2,1,4,1,3,512.8119
3318,23/04/2020,3,1,1,2,4,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,9,3,3,4,1,3,1,1,1,1,1,1,4,4,4,4,4,4,2,1,3,2,2,1,4,4,4,4,4,4,2,2,1,6,4,2,3,1,1,1,1,1,2,2,2,2,1,4,2,4,4317.3843
3319,23/04/2020,6,1,1,3,2,2,2,1,2,2,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,2,2,4,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,2,1,1,3,4,4,4,4,4,2,2,1,6,1,4,4,0,3,1,6,4,2,2,2,2,1,1,1,9,3451.1604
3320,23/04/2020,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,3,4,4,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,1,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,7,4,0,2,2,6,4,3,2,2,2,1,1,1,9,7970.2816
3321,23/04/2020,4,6,6,2,3,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,4,3,3,1,1,1,1,1,3,3,4,4,3,3,4,4,4,3,4,3,4,1,3,3,4,4,4,4,2,2,1,6,4,3,1,0,3,1,1,1,2,2,2,2,1,1,1,3,21427.4148
3322,23/04/2020,6,6,6,1,4,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,9,3,9,9,3,3,9,3,3,3,9,9,4,4,4,4,4,4,4,4,4,4,4,9,4,3,4,4,4,4,2,2,1,6,1,2,2,0,2,1,4,4,3,2,2,2,1,1,1,4,6965.9179
3323,23/04/2020,3,1,1,3,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,4,2,4,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,1,1,1,1,3,4,4,4,4,1,2,2,1,6,1,3,1,0,3,1,2,2,3,2,2,2,1,4,1,3,3117.771
3324,23/04/2020,2,6,3,3,5,2,2,1,1,1,3,1,2,2,2,2,1,1,1,1,1,2,2,1,2,3,4,4,4,4,1,3,3,3,1,1,3,3,3,3,4,4,4,4,4,4,4,1,4,2,3,4,4,4,4,1,2,2,1,6,4,5,1,0,2,1,5,5,2,2,2,2,1,4,1,3,3137.2875
3325,23/04/2020,3,5,5,2,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,4,4,3,3,3,1,1,1,3,1,2,2,3,3,4,4,2,2,2,2,3,1,4,3,4,4,4,4,1,2,2,1,1,6,1,1,2,1,4,3,2,2,2,2,1,1,2,1,1956.9452
3326,23/04/2020,3,7,7,2,4,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,9,3,2,1,1,3,3,1,1,1,3,1,2,4,4,3,3,4,2,3,2,2,3,1,4,4,4,4,4,4,2,2,1,6,4,7,3,1,2,1,5,4,3,2,2,2,1,1,2,4,845.868
3327,23/04/2020,5,6,6,2,3,2,2,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,9,9,9,1,9,9,4,4,4,4,4,4,4,4,4,3,3,1,4,4,4,4,4,4,2,2,1,6,1,2,2,0,2,2,1,5,2,2,2,2,1,1,1,4,7208.563
3328,23/04/2020,2,1,1,3,3,2,2,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,4,3,3,3,1,1,1,3,1,3,4,4,4,4,4,4,3,3,3,2,1,3,4,3,4,4,4,2,2,1,6,1,6,1,0,5,1,3,4,2,2,2,2,1,4,2,1,18537.8837
3329,23/04/2020,2,7,1,3,5,1,2,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,4,3,3,2,3,3,2,3,1,3,3,4,4,4,3,4,4,4,2,4,2,3,1,3,4,4,4,4,4,2,2,1,6,1,7,2,1,1,2,2,2,2,2,2,2,1,3,2,4,2619.0238
3330,23/04/2020,6,1,3,3,3,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,3,4,3,4,4,3,2,3,3,1,1,3,3,2,2,2,2,2,3,1,2,2,1,2,1,3,4,4,4,4,4,2,2,1,6,1,6,1,0,2,1,3,5,2,2,2,2,1,1,2,2,3274.8895
3331,23/04/2020,5,7,1,1,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,4,3,3,3,3,3,3,1,1,1,3,3,2,1,4,2,2,2,2,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,4,6,4,0,1,1,6,3,2,2,2,2,1,4,2,9,1149.3375
3332,23/04/2020,6,6,6,2,2,2,2,9,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,2,2,3,9,9,9,1,1,9,1,2,9,3,3,3,4,4,3,2,3,3,3,3,4,4,4,4,4,2,2,1,6,2,5,4,0,1,1,6,4,2,2,2,2,1,4,2,9,2441.4119
3333,23/04/2020,2,1,2,1,4,2,2,1,2,2,3,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,3,3,4,1,3,3,3,2,3,3,1,2,2,3,3,2,3,1,3,2,1,4,1,3,4,4,4,4,4,2,2,1,6,1,7,4,0,2,1,6,4,3,2,2,2,1,1,2,9,1761.4748
3334,23/04/2020,6,6,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,3,4,3,3,3,2,1,1,3,3,2,2,2,3,3,4,3,2,2,2,2,2,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,2,3,2,2,2,1,1,1,9,16498.0451
3335,23/04/2020,3,7,7,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,4,4,4,3,4,3,2,3,3,3,1,3,3,4,4,4,4,4,4,4,4,4,4,1,1,3,4,4,4,4,4,2,2,1,6,2,7,1,1,2,2,2,2,2,2,2,2,1,1,1,3,13382.166
3336,23/04/2020,4,5,6,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,4,3,3,4,3,3,3,3,3,1,3,3,3,4,4,3,3,4,2,1,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,6,3,1,2,1,5,4,3,2,2,2,1,1,2,4,1006.9378
3337,23/04/2020,4,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,3,2,4,4,4,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,3,3,2,3,4,4,4,4,3,2,2,1,6,1,3,1,1,3,1,4,4,3,2,2,2,1,1,1,1,6149.9947
3338,23/04/2020,2,7,3,2,3,2,2,2,2,1,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,3,4,1,3,3,3,1,1,3,3,2,2,3,3,3,3,2,2,2,1,3,1,3,4,4,4,4,3,2,2,1,6,1,4,1,1,2,1,4,2,2,2,2,2,1,1,1,2,4621.313
3339,23/04/2020,1,7,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,4,2,2,3,3,3,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,1,3,4,4,3,4,4,2,2,1,6,4,6,4,0,4,2,6,5,2,2,2,2,1,1,2,9,2087.7654
3340,23/04/2020,4,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,4,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,4,4,4,4,4,2,2,1,6,1,3,4,0,1,1,6,1,2,2,2,2,1,4,1,9,1768.902
3341,23/04/2020,3,7,2,2,2,2,2,1,2,2,3,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,4,4,4,3,3,3,3,1,1,1,3,1,1,4,2,2,3,1,1,2,1,2,1,3,4,4,4,4,4,2,2,1,6,1,7,1,0,2,2,5,4,3,2,2,2,1,1,1,1,11870.4649
3342,23/04/2020,3,3,3,3,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,3,3,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,1,6,4,4,4,1,2,1,6,2,2,2,2,2,1,1,2,9,3499.8584
3343,23/04/2020,5,5,6,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,2,1,3,1,3,1,1,2,2,3,2,2,3,9,3,1,1,4,3,4,4,4,4,1,2,2,1,2,3,3,0,1,1,5,5,2,2,2,1,2,4,2,4,8628.4966
3344,23/04/2020,6,1,1,2,3,2,2,9,9,9,3,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,4,4,4,3,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,7,4,0,2,1,6,3,2,2,2,2,1,1,2,9,1739.3462
3345,23/04/2020,4,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,4,3,2,3,3,3,3,3,1,1,3,3,2,2,3,3,3,3,2,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,6,3,1,2,1,5,3,3,2,2,2,1,1,2,4,3809.4046
3346,23/04/2020,6,3,3,3,2,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,3,9,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,2,1,3,3,4,4,4,4,2,2,1,6,1,7,4,0,2,1,6,3,3,2,2,2,1,1,1,9,967.029
3347,23/04/2020,2,6,6,2,3,2,2,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,4,3,4,1,1,1,1,1,1,3,1,3,3,4,4,4,4,2,2,3,2,2,1,3,4,3,4,4,4,2,2,1,6,2,6,1,0,1,1,4,3,2,2,2,2,1,4,2,1,2553.9079
3348,23/04/2020,5,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,4,3,3,3,3,9,9,2,1,1,9,9,2,2,3,4,4,4,2,3,3,3,3,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,3,3,2,2,2,1,1,2,9,2065.939
3349,23/04/2020,2,1,6,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,3,4,3,4,4,3,3,3,2,1,1,1,3,2,3,3,2,2,2,1,3,4,3,1,1,3,4,4,4,4,4,2,2,1,6,1,3,2,1,2,1,2,4,3,2,2,2,1,2,1,4,5296.4403
3350,23/04/2020,4,6,3,1,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,3,3,1,1,3,4,4,4,4,4,2,2,1,6,1,6,1,0,2,1,5,5,2,2,2,2,1,1,1,3,509.3203
3351,23/04/2020,5,2,2,2,3,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,3,9,3,3,9,3,3,3,3,3,1,3,3,2,4,3,3,3,3,1,2,2,1,2,1,3,4,4,4,4,4,2,2,1,6,4,3,1,0,2,1,3,4,2,2,2,2,1,2,1,1,2534.9509
3352,23/04/2020,5,6,3,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,3,4,3,3,9,3,3,3,3,9,2,2,4,4,3,4,3,2,2,3,3,4,3,4,4,4,4,4,2,2,1,6,1,2,1,0,3,1,3,4,2,2,2,2,1,1,2,3,5984.2402
3353,23/04/2020,6,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,3,4,3,3,3,3,3,3,3,3,1,2,1,3,2,2,1,2,3,2,1,1,3,4,4,4,4,4,2,2,1,6,4,3,4,0,2,1,6,4,2,2,2,2,1,3,1,9,4580.895
3354,23/04/2020,5,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,4,3,3,4,3,3,3,1,1,3,3,3,3,1,1,4,4,4,2,3,2,2,3,1,3,4,4,4,4,4,2,2,1,6,1,7,3,0,1,1,5,4,2,2,2,2,1,3,2,4,592.8183
3355,23/04/2020,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,4,3,3,3,3,3,2,2,1,1,1,1,2,3,3,3,3,3,1,1,1,2,1,3,4,4,4,4,4,2,1,2,1,1,4,3,1,2,1,1,1,2,2,1,2,2,1,2,4,2511.133
3356,23/04/2020,4,7,7,2,2,2,2,1,1,1,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,1,2,3,3,3,3,2,3,3,3,4,2,2,4,4,4,4,4,4,2,2,1,6,1,6,4,1,2,2,6,4,2,2,2,2,1,1,1,9,2893.9573
3357,23/04/2020,3,8,7,2,2,2,2,2,2,2,3,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,4,3,2,3,3,3,1,3,1,3,3,2,1,3,2,2,3,2,2,1,1,1,1,3,4,4,3,4,4,2,2,1,6,4,5,3,0,1,1,5,4,2,2,2,2,1,4,1,4,348.402
3358,23/04/2020,2,1,3,1,2,2,2,1,1,2,3,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,3,3,1,3,1,3,2,2,3,4,3,3,4,4,4,3,4,1,3,3,3,4,4,4,4,2,2,1,6,2,6,1,0,2,1,5,4,2,2,2,2,1,2,2,1,9263.7477
